vary	5.62000	1.21380
bling	5.48000	2.10190
dejes	4.88000	0.93980
dreamer	6.80000	1.49830
fit	6.22000	1.51580
rankings	5.70000	1.56820
fix	6.28000	1.52580
xm	4.90000	1.18240
survivors	6.66000	1.33420
fig	5.82000	1.46650
wales	5.96000	1.49940
hidden	4.48000	1.43200
fin	5.24000	0.95960
easier	7.56000	1.14570
lambert	5.22000	1.48860
effects	5.50000	1.47430
schools	5.98000	1.43560
sangre	4.50000	1.23300
township	5.48000	1.59390
sixteen	6.39000	1.48350
silver	6.38000	1.90480
saddened	2.44000	1.28030
scholar	6.48000	1.12920
represents	5.40000	0.88060
ruth	5.06000	1.28430
lillian	5.34000	1.46540
debut	6.14000	1.26180
crops	6.08000	1.60520
arrow	5.52000	1.50160
addicted	3.52000	2.10190
jay-z	5.56000	1.51400
burial	2.44000	1.91830
financial	5.42000	1.78530
snakes	3.65000	2.08720
series	5.46000	0.93040
turnin	5.19000	1.14220
allan	5.18000	1.04370
commons	5.64000	1.35160
we'd	5.36000	1.15630
substantially	5.92000	1.30680
cathedral	6.14000	1.55200
ring	6.32000	1.68350
whip	3.30000	1.74090
borne	5.24000	1.37740
rt	4.88000	1.06220
trending	5.58000	1.44410
oprah	5.42000	2.05130
ha	6.00000	1.56490
sms	5.50000	1.60670
mason	5.36000	0.94240
rd	4.86000	0.80840
re	4.88000	0.62730
encourage	6.90000	1.68120
ra	5.18000	1.57390
rc	5.02000	0.76900
millions	7.26000	1.53610
ri	4.96000	0.87970
foundation	5.66000	1.36440
assured	6.20000	1.56490
oooh	5.94000	1.71920
threatened	2.62000	1.46930
sensory	5.90000	1.34230
necessarily	5.08000	1.12200
checked	5.34000	1.13590
estimate	5.40000	0.98970
alert	5.28000	1.80750
enormous	5.60000	1.51190
ate	6.18000	1.45250
atl	5.06000	0.95640
atm	5.70000	1.76420
heading	5.62000	1.06690
att	4.82000	1.10080
musicians	7.26000	1.04610
today's	6.00000	0.98970
1970s	6.06000	1.44860
9pm	5.72000	0.96970
jou	4.94000	1.30010
shopper	6.48000	1.44620
fuera	4.64000	1.15630
channels	5.72000	1.27840
wash	5.74000	1.19200
spinning	5.47000	1.41570
wasn	4.63000	1.26970
basketball	6.14000	2.08990
service	6.00000	1.16060
lego	5.98000	1.26960
lawsuits	3.04000	1.70190
needed	5.46000	1.48750
master	5.70000	1.51520
listed	5.08000	1.15780
gilbert	5.08000	0.98640
legs	6.06000	1.30010
bitter	3.00000	1.24540
ranging	5.40000	0.88060
listen	5.94000	1.43440
collapse	2.90000	1.44630
kno	4.70000	0.86310
wisdom	7.02000	1.55830
chairwoman	5.50000	1.18240
crawl	4.84000	1.59540
expanding	5.72000	1.32540
zonder	4.80000	1.29360
trek	5.48000	1.47410
mining	4.84000	1.54340
showed	5.74000	1.00630
outlaw	4.26000	1.70010
tree	7.12000	1.31920
crave	4.92000	1.60150
nations	6.00000	1.55180
shower	6.72000	1.51240
&c	4.74000	1.03140
ancora	5.30000	1.14730
tres	5.36000	1.52210
feeling	5.70000	1.51520
acquisition	5.80000	1.52530
este	4.98000	0.91450
esta	5.04000	0.78140
runner	5.60000	1.62880
boston	5.76000	1.49230
esto	4.96000	0.92490
spectrum	5.72000	1.45740
picks	5.40000	1.35530
dozen	5.46000	1.11040
affairs	4.70000	1.59400
person	5.54000	1.14660
rudolph	6.36000	1.61320
gripe	3.84000	1.86660
recommended	6.46000	1.03430
causing	4.82000	1.18990
absorbed	5.66000	1.47920
doors	5.44000	1.07210
season	5.96000	1.14210
transactions	5.74000	0.92160
slumdog	3.94000	1.77750
doin	5.24000	1.37860
object	5.46000	1.03430
wells	5.48000	0.88620
victoria	5.88000	1.23950
swiss	6.18000	1.64990
mouth	5.80000	1.19520
addict	2.84000	1.31490
letter	5.94000	1.09560
organization	5.98000	1.13370
macbook	5.98000	1.51850
morality	5.78000	1.79900
singer	6.82000	1.45250
stupid	2.68000	1.21960
episode	5.76000	1.30240
qual	5.26000	1.41150
grove	5.80000	1.06900
professor	6.04000	1.45630
camp	6.26000	1.53610
llegar	5.04000	1.15990
neediest	3.90000	1.56820
tech	6.22000	1.32930
nineteenth	5.32000	1.44900
scream	3.14000	1.41440
came	5.42000	1.41550
saying	5.60000	0.85710
boogie	5.86000	1.93790
bomb	1.96000	1.27710
inmates	3.48000	2.02270
meetings	4.80000	1.53860
bonnie	5.30000	1.68120
hazy	4.58000	1.48590
participate	6.40000	1.26170
tempted	4.86000	1.72630
eliminated	3.38000	1.68900
lessons	5.98000	1.37750
orleans	5.34000	1.25540
touches	6.38000	1.25990
busy	4.58000	1.83050
layout	5.86000	0.90370
louise	5.32000	1.16830
headline	5.52000	1.31300
cousins	6.50000	1.43210
bust	4.56000	1.64330
than	4.74000	1.04610
rihanna	5.34000	1.97550
theme	6.12000	1.17180
bliss	7.24000	1.75620
touched	6.40000	1.22890
rich	7.98000	1.31690
mend	6.14000	1.21240
rice	6.44000	1.68010
plate	5.72000	1.06980
klein	5.20000	1.06900
psychiatric	4.24000	1.33340
pocket	5.70000	1.03510
altogether	6.40000	1.37020
net	5.96000	1.02940
societies	5.94000	1.36140
patch	5.30000	1.03510
greene	5.36000	1.04510
three-year	4.98000	0.89190
release	6.10000	1.23300
respond	5.78000	1.05540
mee	5.00000	0.69990
blew	4.52000	1.47410
beso	5.52000	1.45240
fair	6.96000	1.26100
med	4.96000	0.96810
peripheral	5.63000	1.34930
bled	3.04000	1.59030
goodnight	6.58000	1.24690
morgen	5.08000	0.89990
result	6.00000	1.16060
fail	1.96000	1.02940
resigned	3.76000	1.58510
hammer	4.46000	1.54140
best	7.18000	1.68660
lots	6.28000	1.42910
rings	6.36000	1.69950
pressures	3.49000	1.75740
book's	6.62000	1.36860
melissa	5.50000	1.09260
ira	4.86000	1.39990
nuestro	5.36000	1.32110
pirate	4.54000	2.20580
alguien	5.00000	0.92580
preserve	6.38000	1.49680
discipline	5.31000	1.81290
never	3.34000	1.23900
nationwide	5.84000	1.25130
nature	7.24000	1.80200
rolled	5.42000	1.35660
sera	5.18000	1.18990
mek	4.65000	0.83770
extent	5.10000	1.31320
wth	4.70000	1.05460
carbon	5.00000	1.42860
debt	2.90000	1.65680
roller	5.48000	1.26560
pity	3.10000	1.31320
accident	2.32000	1.51780
questa	5.08000	1.07700
herz	5.04000	1.38450
country	6.28000	1.71480
readers	6.16000	1.23490
heating	6.00000	1.57790
demanded	4.10000	1.56820
estates	5.74000	1.41150
planned	5.98000	1.26960
lookin	5.38000	1.36860
logic	6.22000	1.47480
veel	4.88000	1.27200
argue	3.00000	1.53860
adapted	6.00000	1.41420
asked	5.36000	1.27390
pre	5.14000	1.01040
vain	3.82000	1.78740
2nd	4.88000	1.54710
pregnancy	6.02000	2.24510
diff	4.86000	0.88090
blonde	6.18000	1.59960
angel	7.68000	1.23620
eager	6.54000	1.31260
union	6.04000	1.39910
fri	6.18000	2.05720
frm	4.96000	0.75480
ridgewood	5.00000	1.08800
much	5.74000	1.32190
stadium	5.96000	1.57740
privilege	6.68000	1.64680
fry	5.62000	1.82820
ann	5.14000	0.78270
life	7.32000	1.69560
crying	2.04000	1.24470
spit	3.14000	1.41440
eastern	5.76000	1.42230
worker	5.56000	1.63080
irving	5.24000	1.33340
moody's	4.88000	1.13640
dave	5.30000	1.40330
substance	5.56000	1.10950
chile	5.74000	1.35240
child	7.24000	1.55920
chili	6.10000	1.85440
haters	2.48000	1.55500
spin	5.64000	1.39620
chill	5.06000	2.10350
commerce	5.32000	1.31610
presidency	5.56000	1.78610
administrative	5.10000	1.58110
employ	6.34000	1.42300
calcium	6.29000	1.38440
droppin	4.34000	1.36440
viii	5.12000	1.22290
k	5.00000	1.26170
remembering	6.28000	1.26230
played	6.38000	1.42700
player	5.94000	1.62140
v-day	6.12000	1.50700
eighteen	6.24000	1.46470
udah	4.82000	0.69080
ogni	4.98000	1.11560
trusted	6.94000	1.53310
trustee	5.68000	1.50430
memorial	4.96000	1.74920
things	5.76000	0.93810
cumulative	5.48000	1.07360
dha	4.78000	1.16570
rebellion	4.29000	1.68330
harmony	7.00000	1.44340
babies	7.46000	1.50120
elliott	5.26000	0.94350
european	5.94000	1.16780
fairly	6.28000	1.16130
dro	4.82000	1.28570
tops	6.04000	1.08720
ownership	6.38000	1.41260
pullin	4.70000	1.41780
tune	6.18000	1.42410
someone's	5.32000	1.28480
academic	5.96000	1.56440
echoes	5.94000	1.31350
corporate	4.70000	1.52860
opinions	5.71000	1.54110
capitol	5.36000	1.28980
sleeps	6.59000	1.47080
sleepy	4.90000	1.77570
forsaken	3.54000	1.94000
disguise	4.59000	1.38320
rushing	4.82000	1.46650
succeeding	7.58000	1.34150
previous	4.88000	0.84850
hah	5.92000	1.66400
hai	5.80000	1.49830
predeceased	3.78000	1.61990
enters	6.10000	1.28170
ham	5.66000	1.90180
han	4.94000	1.12560
dining	6.48000	1.75240
ease	6.52000	1.59390
had	4.74000	0.87620
ideal	6.98000	1.70820
ooooh	6.24000	1.94220
collections	5.92000	1.65170
innocent	6.36000	1.38150
prison	2.06000	1.47650
har	4.68000	1.37680
east	5.82000	1.28870
hat	5.70000	1.29760
hav	5.04000	0.80710
elevation	5.94000	1.51740
municipal	4.82000	0.98330
survival	5.86000	1.59090
possible	6.24000	1.59800
awhile	4.84000	0.95530
possibly	5.78000	1.20020
birth	7.12000	1.61170
imposed	4.04000	1.17730
shadow	4.92000	1.44050
unique	6.98000	1.43560
occurring	5.67000	0.92170
desire	6.68000	1.36190
psychological	5.22000	1.89830
bridegroom's	6.28000	1.64180
bobby	5.54000	1.24880
alice	5.52000	1.18220
remind	5.32000	1.43480
pavement	5.55000	1.17370
steps	5.38000	1.12290
court's	4.44000	1.32730
attorney	4.12000	1.30370
right	6.54000	1.26510
old	3.98000	1.75530
creek	6.06000	1.49020
crowd	4.14000	1.53880
people	6.16000	1.58260
easy	6.76000	1.59800
crown	6.62000	1.46930
billboard	4.88000	1.28790
creep	3.82000	1.61230
enemies	2.44000	1.47300
chorus	6.40000	1.26170
sociology	5.45000	1.45860
for	5.22000	0.97500
bottom	4.44000	1.32730
res	4.74000	1.08440
fox	5.46000	1.71680
creative	7.40000	1.19520
contributing	6.38000	1.48310
muito	4.74000	0.92160
individuals	5.84000	0.99710
uma	4.90000	1.18240
umm	4.72000	1.49880
foi	4.94000	0.79310
theological	5.55000	1.63050
shakes	4.69000	1.82370
rep	4.80000	1.52530
starring	6.06000	1.30010
tribes	5.32000	1.31610
losing	2.62000	1.17610
brokerage	4.30000	1.83230
manufacturing	5.66000	1.34940
cemetery	2.94000	1.70720
=d	4.90000	1.18240
dollars	7.30000	1.46040
citizens	6.10000	1.51520
o	4.96000	0.83200
despair	2.82000	2.00700
stoked	5.92000	1.70040
palestinians	4.50000	1.19950
slightly	4.80000	0.85710
nixon	3.92000	1.73610
raised	6.56000	1.23160
statements	5.46000	0.97330
facility	5.26000	1.58840
marshall	5.26000	0.94350
som	4.98000	0.65430
mba	5.94000	1.83400
soo	4.90000	1.16500
son	7.12000	1.81420
thankful	7.44000	1.50050
beings	6.02000	1.24980
magazines	6.06000	1.44860
raises	6.66000	1.62390
sow	5.57000	1.62020
mambo	5.96000	1.72570
soy	5.64000	1.50860
sox	5.18000	1.53450
federal	4.94000	1.07680
defendants	4.26000	1.48200
novo	4.98000	1.34760
fabric	5.98000	1.09710
waits	4.53000	1.24330
support	6.44000	1.43090
constantly	5.30000	1.19950
knowing	6.72000	1.35590
nova	5.30000	1.64440
tame	5.55000	1.41510
width	5.41000	0.93360
joseph	5.40000	1.61620
wordpress	5.38000	1.21030
authorized	5.96000	1.55130
goddamn	3.88000	2.17590
resulted	5.62000	1.30760
tweeps	4.70000	1.65680
halls	5.47000	1.08210
across	4.94000	1.09560
happy	8.30000	0.99490
offer	6.62000	1.02800
forming	5.56000	0.99300
robertson	5.04000	0.90260
renal	4.12000	1.31710
week	5.08000	1.45460
congratulations	8.00000	1.62880
inside	5.40000	0.72840
devices	5.92000	1.17530
complications	3.65000	1.82060
lays	5.84000	1.50320
servings	6.06000	1.40570
smashed	3.42000	1.74430
palm	5.48000	1.32850
dues	4.22000	1.35810
passenger	5.72000	1.06980
juvenile	4.36000	1.88180
proud	7.32000	1.43480
liberal	5.80000	2.16650
b2	4.82000	1.10080
implications	4.17000	1.23920
tournament	6.18000	1.38050
crumble	4.08000	1.72430
exist	5.90000	1.68120
accounting	4.86000	1.53880
tooth	4.84000	1.41940
dealer	4.72000	1.79610
negotiations	5.32000	1.37680
posting	5.52000	1.09250
killas	3.90000	1.84340
floor	5.16000	1.25130
pale	3.80000	1.08800
populations	5.10000	1.40300
actor	6.20000	1.35530
flood	2.42000	1.37160
republic	5.76000	1.58510
ambitious	6.52000	1.24930
developers	5.46000	1.71680
smell	4.82000	1.54770
roll	5.66000	1.06160
's	4.94000	1.01840
models	6.14000	1.57800
asterisk	5.64000	1.20810
muslims	4.30000	1.38870
intent	5.40000	1.45690
rolling	5.70000	1.24950
80's	6.38000	1.71300
'i	4.72000	1.19590
nxt	4.96000	0.96810
tweeting	5.36000	1.96670
reorganization	5.40000	1.48460
time	5.74000	1.20900
push	4.44000	1.47300
slope	5.51000	1.26030
measurements	5.44000	1.59660
cincinnati	5.48000	1.47410
chain	5.16000	1.53010
whoever	5.06000	0.91270
resources	6.46000	1.14660
theaters	6.64000	1.66300
chair	5.44000	1.24800
hole	4.66000	0.96070
macht	4.90000	1.00510
vet	5.52000	1.19930
baller	5.14000	1.10680
ves	5.04000	1.17730
freelance	6.08000	1.44050
vez	4.94000	0.55000
pelo	4.96000	0.90260
decir	4.92000	0.96550
ven	4.90000	1.32860
veo	5.02000	1.16350
veterans	5.64000	1.84900
downloading	6.22000	1.35960
jerk	3.24000	1.30240
cheap	5.48000	1.95080
choice	6.24000	1.31800
mourn	2.72000	1.88480
stays	5.28000	1.30990
exact	6.04000	1.22820
minute	5.50000	0.93130
room	5.52000	1.14710
tear	3.10000	1.37400
leave	4.52000	1.32850
settle	5.08000	1.44050
querer	4.37000	1.46760
subway	5.32000	1.68350
hittin	4.12000	1.68600
team	6.26000	1.42590
loads	5.20000	1.21220
ver	4.78000	0.95380
prevent	5.16000	1.79980
spiritual	6.72000	1.94870
occurrence	5.51000	1.34040
findings	5.52000	1.47410
sigh	4.16000	1.82230
boca	4.94000	1.37630
sigo	4.78000	0.93220
sign	5.66000	1.28750
pienso	4.86000	1.08010
shirts	6.14000	1.03040
corazon	5.62000	1.51040
celebrated	7.80000	1.17800
melt	4.90000	1.12940
current	5.58000	1.32620
freaks	4.22000	2.00280
falling	3.28000	1.53910
ground	5.26000	1.29060
boost	6.48000	1.23290
rosenberg	5.16000	1.23490
jury	4.28000	1.34070
arizona	5.58000	1.41550
honour	7.70000	1.24950
funeral	2.10000	1.55510
understanding	6.84000	1.16690
upgrade	6.58000	1.17960
yards	5.38000	0.92340
address	5.60000	1.04980
alone	3.32000	1.73130
daar	4.51000	1.35590
along	5.48000	0.81420
passengers	5.72000	1.05060
brilliant	7.68000	1.62180
studied	6.12000	1.30370
wherever	5.52000	1.23750
commonly	5.80000	1.38510
accomplished	7.32000	1.30050
buss	5.08000	1.36790
myers	5.04000	1.36960
studies	6.40000	1.37020
tasks	5.18000	1.45310
love	8.42000	1.10820
saints	7.02000	1.72010
prefer	6.52000	1.03490
logical	6.36000	1.39620
bloody	2.94000	1.69530
fake	2.90000	1.24950
relating	5.84000	1.31260
red	5.56000	1.61830
working	5.56000	1.76310
positive	7.80000	1.24540
angry	2.32000	1.23620
cherished	7.28000	1.57840
explicitly	5.39000	1.48350
opposed	3.32000	1.40610
wondering	6.02000	1.34760
films	7.22000	1.28240
scope	5.71000	1.41360
theoretical	5.84000	1.11320
prosecutor	4.06000	1.65870
loving	7.96000	1.00930
afford	6.16000	1.23490
claus	5.66000	1.31880
oregon	6.00000	1.17800
visual	5.94000	1.68320
appendix	4.54000	1.23700
everywhere	5.76000	0.93810
virtue	6.47000	1.76900
riders	5.62000	1.42360
behalf	5.28000	1.08870
involve	5.80000	1.33820
valued	6.88000	1.11830
anything	5.34000	1.02240
originally	5.98000	1.13370
pretend	4.64000	1.27390
abortion	2.60000	1.52530
believer	6.46000	1.54310
believes	6.82000	1.18990
printing	5.77000	1.35650
values	6.72000	1.56540
believed	7.00000	1.27780
mirrors	6.10000	1.34230
awesome	7.60000	1.59080
toch	4.86000	1.16940
hides	4.42000	1.10820
allowed	5.96000	1.73750
offense	3.56000	1.52740
stole	2.60000	1.41420
evidently	5.88000	1.34980
monitoring	5.06000	1.25210
winter	5.90000	2.17830
write	5.80000	1.47080
vancouver	5.32000	1.44900
coleman	5.02000	1.26960
parameter	5.28000	1.21290
five-year	5.06000	1.07680
edinburgh	5.60000	1.38510
laundry	4.10000	1.65680
spot	5.26000	1.46820
dats	4.84000	1.25130
applications	5.88000	1.06220
hoe	4.56000	1.19800
improving	6.96000	0.87970
such	5.16000	0.76560
suck	3.14000	1.81840
data	5.70000	1.07380
stress	2.86000	1.60370
natural	6.56000	1.48680
varieties	6.62000	1.30760
conscious	6.14000	1.38520
hahahah	7.24000	2.03600
sp	4.88000	0.68930
baghdad	3.62000	1.90480
su	5.00000	1.04980
st	4.88000	0.55840
si	5.36000	1.42510
truck	5.48000	1.55500
tangled	4.38000	1.60220
sm	4.86000	0.72870
swollen	3.48000	1.83340
snowed	5.62000	2.02930
definitions	5.40000	1.19520
sa	4.76000	0.91610
pollution	2.16000	1.18430
pulled	4.76000	1.15280
sf	5.24000	1.43650
se	4.88000	1.25580
sd	4.70000	1.31320
drunken	3.53000	2.00110
bush	4.86000	1.71440
kommt	4.90000	0.96270
kong	5.44000	1.18080
course	5.42000	1.37160
episodes	5.52000	1.12920
experiments	6.18000	1.59960
clinton	5.68000	1.58360
tendency	5.16000	1.18430
tore	3.62000	1.65230
constituted	5.59000	1.13500
avid	6.22000	1.14800
thumb	5.70000	1.35900
jim	5.26000	1.20900
jij	4.61000	1.13310
attraction	7.82000	1.02400
suspicion	3.52000	1.50160
celebrate	7.98000	1.15160
constitutes	5.41000	1.36810
decreased	3.58000	1.39660
troubled	2.78000	1.43270
decades	4.84000	1.37560
petition	4.80000	1.57780
instantly	6.36000	1.06450
thereby	5.04000	1.11010
civilian	5.64000	1.53540
matches	5.56000	1.21490
nation	6.06000	1.50390
records	6.02000	1.28560
compelled	4.45000	1.27580
ahaha	6.56000	1.72800
maintaining	5.80000	1.49970
fla	5.04000	1.38450
didn	4.80000	1.24540
establishing	5.80000	1.39970
bowling	6.24000	1.50590
veins	5.22000	1.35960
quarter	5.56000	1.21490
quartet	5.84000	1.21820
square	5.48000	0.99470
revised	5.27000	1.39610
owing	4.26000	1.94630
sponsor	6.00000	1.41420
entering	5.78000	1.01600
astray	4.16000	1.43370
contained	5.12000	1.36490
investigation	4.02000	1.47760
internet	7.48000	1.31300
suggesting	5.54000	1.19880
formula	5.68000	1.34680
million	7.38000	1.42700
seventh	5.08000	0.66520
possibility	6.40000	1.24540
quite	5.32000	1.70760
disrespect	2.90000	1.78240
recordings	5.98000	1.23700
complicated	3.34000	1.69770
besides	5.14000	1.10680
grandma	7.48000	1.50160
poems	6.48000	1.56800
tienes	4.85000	1.12970
scarred	3.27000	2.02870
remainder	5.43000	1.24160
seventy	5.44000	1.56700
diagram	5.92000	1.20950
training	5.74000	1.39690
brasil	5.60000	1.74960
dunno	4.48000	1.29740
spam	2.70000	1.37400
programming	5.84000	1.51670
wrong	3.14000	0.96910
chevy	5.35000	1.71450
spending	5.24000	1.61070
livingston	5.42000	0.92780
@taylorswift13	4.84000	1.87750
aboard	6.24000	1.37860
neglect	2.76000	2.17500
emotion	5.76000	1.54600
henry	5.14000	0.90370
saving	6.96000	1.26100
ignored	3.32000	1.50430
spoken	5.68000	1.31610
clause	4.98000	1.19880
potter	5.86000	1.79580
mucho	6.00000	1.26170
submit	5.44000	1.50050
spanish	5.82000	1.25670
vote	5.80000	1.57790
ons	4.98000	1.34760
open	6.10000	1.35900
ripping	4.34000	1.61130
city	5.76000	1.54600
boulevard	6.12000	1.25580
wrath	3.68000	1.97370
bite	3.98000	1.72010
indicate	5.48000	0.95280
fml	4.74000	1.27470
shiver	3.85000	1.48740
draft	5.02000	1.40680
stuffed	5.18000	1.30450
typing	5.34000	1.20560
structures	5.65000	1.36250
williams	5.20000	0.96890
snatch	3.84000	1.63330
ridiculous	4.00000	1.79570
fooled	3.63000	1.79920
representing	5.76000	1.09840
boyfriend	6.38000	1.72480
b-after	4.86000	1.16080
depressed	2.18000	1.79220
rival	3.68000	1.50430
o'connor	5.18000	1.15510
future	6.76000	1.42230
nie	4.94000	0.91270
wandering	5.28000	1.72960
russia	5.50000	1.37400
prospect	6.46000	1.50120
sai	5.10000	1.52860
illness	2.00000	1.17800
alles	5.31000	1.08410
tasted	6.38000	1.32310
sam	5.42000	1.29500
turned	5.24000	0.84660
argument	3.14000	1.55200
jewels	7.46000	1.61530
sad	2.38000	1.61490
woah	5.24000	1.62330
say	5.54000	0.99410
buried	2.84000	1.41940
allen	5.10000	1.29760
turner	5.16000	1.01740
borough	5.28000	1.06980
saw	5.44000	0.81220
sat	5.24000	1.33340
cigarettes	3.31000	2.59970
warriors	5.55000	1.95850
aside	4.76000	0.91610
zoo	6.62000	1.96800
note	5.42000	0.99160
omfg	4.52000	2.07260
goodman	6.06000	1.13230
jefferson	5.52000	1.01500
take	5.18000	1.50770
wanting	4.66000	1.47920
mayer	5.02000	1.15160
grammys	5.98000	1.44970
butterfly	7.76000	1.33340
printer	5.62000	1.25990
altered	4.82000	1.35060
goodbye	3.70000	1.83230
opposite	4.40000	1.41420
knew	5.94000	1.30010
suspects	3.60000	1.19520
printed	5.88000	0.96130
remarks	4.88000	1.57320
knee	5.08000	0.69520
pages	5.62000	0.98750
lawn	6.00000	1.22890
average	5.10000	0.90910
farmers	6.34000	1.18860
infections	2.59000	1.91400
drive	6.08000	1.52320
ways	5.30000	1.16500
dolor	4.76000	1.92260
atlantic	6.18000	1.20700
salt	5.68000	1.57060
laws	5.08000	1.45460
walking	6.18000	1.56090
surplus	6.30000	1.41780
merit	6.74000	1.20900
boyz	5.26000	1.95680
bright	7.62000	1.14090
aggressive	3.80000	1.57790
imagined	6.36000	1.49500
effing	4.38000	1.39810
slow	3.78000	1.11190
unkind	2.84000	1.87750
wut	4.82000	1.13730
liberation	7.35000	1.30390
tears	2.46000	1.50120
going	5.42000	1.16220
actin	5.39000	1.36650
hockey	5.42000	1.67930
caroline	5.60000	1.76130
congressional	4.58000	1.75070
carolina	5.44000	1.51400
directed	5.46000	1.07300
beatles	6.44000	2.33130
assistant	5.62000	1.10450
tissues	5.22000	1.54250
inspection	4.61000	1.55060
monde	5.36000	1.27390
mondo	5.22000	1.18300
prime	6.46000	1.28110
resource	6.46000	1.51470
pimp	3.73000	2.15810
settings	5.50000	1.25480
borrow	4.66000	1.57290
worried	2.42000	1.17960
priest	5.60000	1.70230
roger	5.30000	0.83910
bombs	2.86000	2.26790
liable	4.44000	1.73980
worries	2.60000	1.32480
where	5.02000	0.86870
xmas	7.24000	2.10500
vision	6.62000	1.21030
sirens	3.58000	1.49950
espn	5.62000	1.88320
wud	4.78000	1.25010
gangster	3.14000	2.18900
anyways	5.12000	1.15420
surgery	2.66000	1.74510
